교육과정,출판년도,국/검/인정,자료형태,학교급,학교구분,서명,저자,발행처(출판사),정가,사용학년
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),한자와국어3단계,전한준,형설출판사,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),한자와국어4단계,전한준,형설출판사,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),한자와국어5단계,전한준,형설출판사,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),한자와국어6단계,전한준,형설출판사,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),재미있고쉽게배우는한자(1단계),백형윤,형민사,4000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),재미있고쉽게배우는한자(2단계),백형윤,형민사,4000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),재미있고쉽게배우는한자(3단계),백형윤,형민사,4000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),재미있고쉽게배우는한자(4단계),백형윤,형민사,4500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),재미있고쉽게배우는한자(5단계),백형윤,형민사,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),재미있고쉽게배우는한자(6단계),백형윤,형민사,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),어린이예절과생활1,김득중,학문사,5500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),어린이예절과생활2,김득중,학문사,5500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),어린이예절과생활3,김득중,학문사,5500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),즐거운초등진로1단계,박미향,삼양미디어,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),즐거운초등진로2단계,박미향,삼양미디어,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),즐거운초등진로3단계,박미향,삼양미디어,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),컴퓨터와생활1,김주남,학문사,5200.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),컴퓨터와생활2,김주남,학문사,5300.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),컴퓨터와생활3,김주남,학문사,5600.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),컴퓨터와생활4,김주남,학문사,5700.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),컴퓨터와생활5,김주남,학문사,5500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),컴퓨터와생활6,김주남,학문사,5900.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),한자와생활1,홍성식,학문사,5200.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),한자와생활2,홍성식,학문사,5300.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),한자와생활3,홍성식,학문사,5300.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),한자와생활4,홍성식,학문사,5300.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),한자와생활5,홍성식,학문사,5300.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),독도야 사랑해,유미림,천재교육,4500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),독도야사랑해,유미림,천재교육,4500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),초등논술1,전택수,아침나라,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),초등논술2,전택수,아침나라,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),초등논술3,전택수,아침나라,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),초등논술4,전택수,아침나라,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),초등논술5,전택수,아침나라,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),초등논술6,전택수,아침나라,5000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),나라사랑한자1단계,손창대,형민사,5500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),나라사랑한자2단계,손창대,형민사,5500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),기쁨,이영숙,LYS(좋은나무),6000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),배려,이영숙,LYS(좋은나무),6000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),인내,이영숙,LYS(좋은나무),6000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),보건5,이윤희,대한북스,4300.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),보건6,이윤희,대한북스,4300.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),보건5,이석희,들샘,3800.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),보건6,이석희,들샘,3800.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),더불어사는민주시민3-4학년(경기도),장경훈,해냄에듀,3450.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),더불어사는민주시민5-6학년(경기도),장경훈,해냄에듀,3610.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),더불어나누는철학(경기도),이수광,해냄에듀,4200.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),평화시대를여는통일시민,간우연,창비,3950.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),도서관과정보생활(1~3),김성준,미래엔,4000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),도서관과정보생활(4~6),김성준,미래엔,4000.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),놀이로배우는쑥쑥한자1,임명자,미래엔,4500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),놀이로배우는쑥쑥한자2,임명자,미래엔,4500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),놀이로배우는쑥쑥한자3,임명자,미래엔,4500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),놀이로배우는쑥쑥한자4,임명자,미래엔,4500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),놀이로배우는쑥쑥한자5,임명자,미래엔,4500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),놀이로배우는쑥쑥한자6,임명자,미래엔,4500.0,
2015개정교육과정,2020,인정,교과서,초등학교,일반학교(보통교과),만남의숲(산림청),이재영,미래엔,4500.0,
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),수학(3~4학년군)지도서 4-2,교육부,㈜천재교육,4830.0,4
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),수학(3~4학년군)지도서 4-2(전자저작물DVD),교육부,㈜천재교육,1860.0,4
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),과학(3~4학년군)지도서 4-2,교육부,㈜비상교육,9220.0,4
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),과학(3~4학년군)지도서 4-2(전자저작물DVD),교육부,㈜비상교육,1720.0,4
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),사회(3~4학년군)지도서 4-2,교육부,㈜지학사,4760.0,4
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),사회(3~4학년군)지도서 4-2(전자저작물DVD),교육부,㈜지학사,1210.0,4
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군)1-2가,교육부,㈜미래엔,3810.0,1
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군)1-2나,교육부,㈜미래엔,3950.0,1
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),국어활동(1~2학년군)1-2,교육부,㈜미래엔,3500.0,1
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군)2-2가,교육부,㈜미래엔,4400.0,2
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군)2-2나,교육부,㈜미래엔,3450.0,2
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),국어활동(1~2학년군)2-2,교육부,㈜미래엔,3270.0,2
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),수학(1～2학년군)1-2,교육부,㈜천재교육,2390.0,1
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),수학익힘(1～2학년군)1-2,교육부,㈜천재교육,1880.0,1
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),수학(1～2학년군)2-2,교육부,㈜천재교육,2510.0,2
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),수학익힘(1～2학년군)2-2,교육부,㈜천재교육,1880.0,2
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),가을(1~2학년군)1-2,교육부,㈜교학사,2330.0,1
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),겨울(1~2학년군)1-2,교육부,㈜교학사,2250.0,1
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),가을(1~2학년군)2-2,교육부,㈜교학사,2150.0,2
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),겨울(1~2학년군)2-2,교육부,㈜교학사,2470.0,2
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),국어(3~4학년군)3-2가,교육부,㈜미래엔,4180.0,3
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),국어(3~4학년군)3-2나,교육부,㈜미래엔,3950.0,3
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),국어활동(3~4학년군)3-2,교육부,㈜미래엔,3720.0,3
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),국어(3~4학년군)4-2가,교육부,㈜미래엔,4220.0,4
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),국어(3~4학년군)4-2나,교육부,㈜미래엔,4040.0,4
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),국어활동(3~4학년군)4-2,교육부,㈜미래엔,3630.0,4
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),수학(3～4학년군)3-2,교육부,㈜천재교육,2510.0,3
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),수학익힘(3～4학년군)3-2,교육부,㈜천재교육,2030.0,3
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),수학(3～4학년군)4-2,교육부,㈜천재교육,2600.0,4
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),수학익힘(3～4학년군)4-2,교육부,㈜천재교육,1880.0,4
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),과학(3～4학년군)3-2,교육부,㈜비상교육,2930.0,3
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),실험관찰(3～4학년군)3-2,교육부,㈜비상교육,1900.0,3
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),과학(3～4학년군)4-2,교육부,㈜비상교육,3050.0,4
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),실험관찰(3～4학년군)4-2,교육부,㈜비상교육,2120.0,4
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),사회(3～4학년군)3-2,교육부,㈜지학사,1430.0,3
2015개정교육과정,2018,국정,교과서,초등학교,일반학교(보통교과),사회(3～4학년군)4-2,교육부,㈜지학사,1940.0,4
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군) 1-2가,교육부,㈜미래엔,2450.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군) 1-2나,교육부,㈜미래엔,2520.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),국어활동(1~2학년군) 1-2,교육부,㈜미래엔,2230.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),수학(1~2학년군) 1-2,교육부,㈜천재교육,1980.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),수학익힘(1~2학년군) 1-2,교육부,㈜천재교육,1580.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),가을(1~2학년군) 1-2,교육부,㈜교학사,2280.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),겨울(1~2학년군) 1-2,교육부,㈜교학사,2190.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군) 2-2가,교육부,㈜미래엔,2810.0,2
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군) 2-2나,교육부,㈜미래엔,2210.0,2
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),국어활동(1~2학년군) 2-2,교육부,㈜미래엔,2090.0,2
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),수학(1~2학년군) 2-2,교육부,㈜천재교육,2080.0,2
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),수학익힘(1~2학년군) 2-2,교육부,㈜천재교육,1580.0,2
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),가을(1~2학년군) 2-2,교육부,㈜교학사,2090.0,2
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),겨울(1~2학년군) 2-2,교육부,㈜교학사,2410.0,2
2015개정교육과정,2017,국정,지도서,초등학교,일반학교(보통교과),국어(1~2학년군)지도서 1-2,교육부,㈜미래엔,6240.0,1
2015개정교육과정,2017,국정,지도서보완교재(CD),초등학교,일반학교(보통교과),국어(1~2학년군)지도서 1-2(전자저작물CD),교육부,㈜미래엔,1770.0,1
2015개정교육과정,2017,국정,지도서,초등학교,일반학교(보통교과),수학(1~2학년군)지도서 1-2,교육부,㈜천재교육,3890.0,1
2015개정교육과정,2017,국정,지도서보완교재(CD),초등학교,일반학교(보통교과),수학(1~2학년군)지도서 1-2(전자저작물CD),교육부,㈜천재교육,1850.0,1
2015개정교육과정,2017,국정,지도서,초등학교,일반학교(보통교과),바·슬·즐(1~2학년군)지도서 1-2,교육부,㈜교학사,6100.0,1
2015개정교육과정,2017,국정,지도서보완교재(CD),초등학교,일반학교(보통교과),바·슬·즐(1~2학년군)지도서 1-2(전자저작물CD),교육부,㈜교학사,1250.0,1
2015개정교육과정,2017,국정,지도서,초등학교,일반학교(보통교과),국어(1~2학년군)지도서 2-2,교육부,㈜미래엔,6500.0,2
2015개정교육과정,2017,국정,지도서보완교재(CD),초등학교,일반학교(보통교과),국어(1~2학년군)지도서 2-2(전자저작물CD),교육부,㈜미래엔,1770.0,2
2015개정교육과정,2017,국정,지도서,초등학교,일반학교(보통교과),수학(1~2학년군)지도서 2-2,교육부,㈜천재교육,4010.0,2
2015개정교육과정,2017,국정,지도서보완교재(CD),초등학교,일반학교(보통교과),수학(1~2학년군)지도서 2-2(전자저작물CD),교육부,㈜천재교육,1850.0,2
2015개정교육과정,2017,국정,지도서,초등학교,일반학교(보통교과),바·슬·즐(1~2학년군)지도서 2-2,교육부,㈜교학사,5740.0,2
2015개정교육과정,2017,국정,지도서보완교재(CD),초등학교,일반학교(보통교과),바·슬·즐(1~2학년군)지도서 2-2(전자저작물CD),교육부,㈜교학사,1250.0,2
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군) 1-2가,교육부,㈜미래엔,2450.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군) 1-2나,교육부,㈜미래엔,2520.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),국어활동(1~2학년군) 1-2,교육부,㈜미래엔,2230.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),수학(1~2학년군) 1-2,교육부,㈜천재교육,1980.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),수학익힘(1~2학년군) 1-2,교육부,㈜천재교육,1580.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),가을(1~2학년군) 1-2,교육부,㈜교학사,2280.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),겨울(1~2학년군) 1-2,교육부,㈜교학사,2190.0,1
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군) 2-2가,교육부,㈜미래엔,2810.0,2
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군) 2-2나,교육부,㈜미래엔,2210.0,2
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),국어활동(1~2학년군) 2-2,교육부,㈜미래엔,2090.0,2
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),수학(1~2학년군) 2-2,교육부,㈜천재교육,2080.0,2
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),수학익힘(1~2학년군) 2-2,교육부,㈜천재교육,1580.0,2
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),가을(1~2학년군) 2-2,교육부,㈜교학사,2090.0,2
2015개정교육과정,2017,국정,교과서,초등학교,일반학교(보통교과),겨울(1~2학년군) 2-2,교육부,㈜교학사,2410.0,2
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),국어(1~2학년군)지도서 1-2,교육부,㈜미래엔,9820.0,1
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),국어(1~2학년군)지도서 1-2(전자저작물DVD),교육부,㈜미래엔,2320.0,1
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),수학(1~2학년군)지도서 1-2,교육부,㈜천재교육,4620.0,1
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),수학(1~2학년군)지도서 1-2(전자저작물DVD),교육부,㈜천재교육,1850.0,1
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),바·슬·즐(1~2학년군)지도서 1-2,교육부,㈜교학사,6200.0,1
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),바·슬·즐(1~2학년군)지도서 1-2(전자저작물DVD),교육부,㈜교학사,1600.0,1
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),국어1~2학년군지도서 2-2,교육부,㈜미래엔,10190.0,2
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),국어1~2학년군지도서 2-2(전자저작물DVD),교육부,㈜미래엔,2320.0,2
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),수학(1~2학년군)지도서 2-2,교육부,㈜천재교육,4740.0,2
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),수학(1~2학년군)지도서 2-2(전자저작물DVD),교육부,㈜천재교육,1850.0,2
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),바·슬·즐(1~2학년군)지도서 2-2,교육부,㈜교학사,6120.0,2
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),바·슬·즐(1~2학년군)지도서 2-2(전자저작물DVD),교육부,㈜교학사,1600.0,2
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),국어(3~4학년군)지도서 3-2,교육부,㈜미래엔,9510.0,3
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),국어(3~4학년군)지도서 3-2(전자저작물DVD),교육부,㈜미래엔,1760.0,3
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),수학(3~4학년군)지도서 3-2,교육부,㈜천재교육,5060.0,3
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),수학(3~4학년군)지도서 3-2(전자저작물DVD),교육부,㈜천재교육,1860.0,3
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),과학(3~4학년군)지도서 3-2,교육부,㈜비상교육,9160.0,3
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),과학(3~4학년군)지도서 3-2(전자저작물DVD),교육부,㈜비상교육,1720.0,3
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),사회(3~4학년군)지도서 3-2,교육부,㈜지학사,3840.0,3
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),사회(3~4학년군)지도서 3-2(전자저작물DVD),교육부,㈜지학사,1210.0,3
2015개정교육과정,2018,국정,지도서,초등학교,일반학교(보통교과),국어(3~4학년군)지도서 4-2,교육부,㈜미래엔,9730.0,4
2015개정교육과정,2018,국정,지도서보완교재(DVD),초등학교,일반학교(보통교과),국어(3~4학년군)지도서 4-2(전자저작물DVD),교육부,㈜미래엔,1760.0,4
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군) 1-2가,교육부,㈜미래엔,2810.0,1
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군) 1-2나,교육부,㈜미래엔,2910.0,1
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어활동(1~2학년군) 1-2,교육부,㈜미래엔,2610.0,1
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군) 2-2가,교육부,㈜미래엔,3250.0,2
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어(1~2학년군) 2-2나,교육부,㈜미래엔,2540.0,2
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어활동(1~2학년군) 2-2,교육부,㈜미래엔,2420.0,2
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),수학(1～2학년군) 1-2,교육부,㈜비상교육,1600.0,1
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),수학익힘(1～2학년군) 1-2,교육부,㈜비상교육,1250.0,1
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),수학(1～2학년군) 2-2,교육부,㈜비상교육,1670.0,2
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),수학익힘(1～2학년군) 2-2,교육부,㈜비상교육,1250.0,2
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),가을(1~2학년군) 1-2,교육부,동아출판㈜,2080.0,1
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),겨울(1~2학년군) 1-2,교육부,동아출판㈜,2000.0,1
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),가을(1~2학년군) 2-2,교육부,동아출판㈜,1930.0,2
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),겨울(1~2학년군) 2-2,교육부,동아출판㈜,2230.0,2
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어(3~4학년군) 3-2가,교육부,㈜미래엔,3110.0,3
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어(3~4학년군) 3-2나,교육부,㈜미래엔,2910.0,3
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어활동(3~4학년군) 3-2,교육부,㈜미래엔,2740.0,3
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어(3~4학년군) 4-2가,교육부,㈜미래엔,3110.0,4
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어(3~4학년군) 4-2나,교육부,㈜미래엔,2980.0,4
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어활동(3~4학년군) 4-2,교육부,㈜미래엔,2680.0,4
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),수학(3～4학년군) 3-2,교육부,㈜비상교육,1670.0,3
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),수학익힘(3～4학년군) 3-2,교육부,㈜비상교육,1350.0,3
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),수학(3～4학년군) 4-2,교육부,㈜비상교육,1730.0,4
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),수학익힘(3～4학년군) 4-2,교육부,㈜비상교육,1270.0,4
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),과학(3～4학년군) 3-2,교육부,㈜천재교과서,2200.0,3
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),실험관찰(3～4학년군) 3-2,교육부,㈜천재교과서,1420.0,3
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),과학(3～4학년군) 4-2,교육부,㈜천재교과서,2300.0,4
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),실험관찰(3～4학년군) 4-2,교육부,㈜천재교과서,1600.0,4
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),사회(3～4학년군) 3-2,교육부,㈜지학사,1480.0,3
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),사회(3～4학년군) 4-2,교육부,㈜지학사,1550.0,4
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어(5~6학년군) 5-2가,교육부,㈜미래엔,3180.0,5
2015개정교육과정,2020,국정,교과서,초등학교,일반학교(보통교과),국어(5~6학년군) 5-2나,교육부,㈜미래엔,2850.0,5
